PERIODS,I) ECONOMIC FACTORS: INFLATION,I) ECONOMIC FACTORS: CONSUMER PRICE INDEX,I) ECONOMIC FACTORS: DEFLATION FACTOR,I) ECONOMIC FACTORS: REAL EXCHANGE RATE,I) ECONOMIC FACTORS: NOMINAL EXCHANGE RATE,I) ECONOMIC FACTORS: DISCOUNT FACTOR,II) CONSUMPTION: POTENTIAL CONNECTIONS,II) CONSUMPTION: COVERAGE,II) CONSUMPTION: CONNECTIONS,II) CONSUMPTION: NEW CONNECTIONS,II) CONSUMPTION: DEMAND (L/CONNECTION/DAY),II) CONSUMPTION: TOTAL DEMAND (M3),II) CONSUMPTION: NON-REVENUE WATER,II) CONSUMPTION: COLLECTION RATE FORECAST,III) COSTS & SUBSIDIES: OPERATING FIXED COSTS - DOMESTIC DENOMINATION,III) COSTS & SUBSIDIES: OPERATING FIXED COSTS - FOREIGN DENOMINATION,III) COSTS & SUBSIDIES: OPERATING VARIABLE COSTS - DOMESTIC DENOMINATION,III) COSTS & SUBSIDIES: OPERATING VARIABLE COSTS - FOREIGN DENOMINATION,IV) FINANCING COSTS: COVERAGE EXTENSION COSTS,IV) FINANCING COSTS: AMOUNT FINANCED BY DEBT,IV) FINANCING COSTS: TOTAL LOAN REPAYMENT (FOREIGN CURRENCY),IV) FINANCING COSTS: OUTSTANDING PRINCIPAL,IV) FINANCING COSTS: PRINICPAL REPAYMENT,IV) FINANCING COSTS: INTEREST PAYMENT,IV) FINANCING COSTS: OPERATOR - OUTSTANDING PRINCIPAL,IV) FINANCING COSTS: OPERATOR - PRINCIPAL REPAYMENT,IV) FINANCING COSTS: OPERATOR - INTEREST PAYMENT,IV) FINANCING COSTS: CONTRACTING AUTHORITY - OUTSTANDING PRINCIPAL,IV) FINANCING COSTS: CONTRACTING AUTHORITY - PRINCIPAL REPAYMENT,IV) FINANCING COSTS: CONTRACTING AUTHORITY - INTEREST PAYMENT,V) TARIFF RESET CALCULATIONS: EXPECTED INFLATION RATE - FORECAST USED FOR TARIFF SETTING,V) TARIFF RESET CALCULATIONS: EXPECTED INFLATION RATE - DEFLATION FACTOR,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - INITIAL EXISTING ASSET BASE,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - DEPRECIATION,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - MAINTENANCE COSTS,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - FINAL EXISTING ASSET BASE,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - INITIAL NEW ASSET BASE,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - INVESTMENT,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - DEPRECIATION,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - FINAL NEW ASSET BASE,V) TARIFF RESET CALCULATIONS: DEMAND - NO RESET,V) TARIFF RESET CALCULATIONS: DEMAND - FULL RESET,V) TARIFF RESET CALCULATIONS: DEMAND - DISCOUNTED DEMAND,V) TARIFF RESET CALCULATIONS: DEMAND - CUMULATIVE DISCOUNTED DEMAND,V) TARIFF RESET CALCULATIONS: DEMAND - 5 YEAR DISCOUNTED DEMAND,V) TARIFF RESET CALCULATIONS: RETURN ON NEW ASSETS (REAL) - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: RETURN ON NEW ASSETS (REAL) - OPERATOR,V) TARIFF RESET CALCULATIONS: DEPRECIATION (REAL) - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: DEPRECIATION (REAL) - OPERATOR,V) TARIFF RESET CALCULATIONS: MAINTENANCE COSTS (REAL),V) TARIFF RESET CALCULATIONS: DOMESTIC-DENOMINATED OPEX (REAL),V) TARIFF RESET CALCULATIONS: FOREIGN-DENOMINATED OPEX (REAL),V) TARIFF RESET CALCULATIONS: FOREIGN EXCHANGE RATE - NO RESET,V) TARIFF RESET CALCULATIONS: FOREIGN EXCHANGE RATE - FULL RESET,V) TARIFF RESET CALCULATIONS: SUBSIDIES (REAL),V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - CONTRACTING AUTHORITY - REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - CONTRACTING AUTHORITY - DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - CONTRACTING AUTHORITY - CUMULATIVE DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - OPERATOR - REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - OPERATOR - DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - OPERATOR - CUMULATIVE DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: DISCOUNTED REVENUE REQUIREMENT - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: DISCOUNTED REVENUE REQUIREMENT - OPERATOR,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - NO RESET - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - NO RESET - OPERATOR,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - 5 YEAR RESET PERIOD - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - 5 YEAR RESET PERIOD - OPERATOR,VI) TARIFF INDEXATION: INDEXATION,VI) TARIFF INDEXATION: NO RESET - CONTRACTING AUTHORITY,VI) TARIFF INDEXATION: NO RESET - OPERATOR,VI) TARIFF INDEXATION: 5 YEAR RESET PERIOD - CONTRACTING AUTHORITY,VI) TARIFF INDEXATION: 5 YEAR RESET PERIOD - OPERATOR,VII) PROFIT: TOTAL REVENUE COLLECTED - NO RESET,VII) PROFIT: TOTAL REVENUE COLLECTED - 5 YEAR RESET PERIOD,VII) PROFIT: COSTS - OPERATING COSTS,VII) PROFIT: COSTS - MAINTENANCE COSTS,VII) PROFIT: COSTS - RETURN ON CAPITAL,VII) PROFIT: COSTS - DEPRECIATION,VII) PROFIT: COSTS - SUBSIDIES,VII) PROFIT: COSTS - TOTAL,VII) PROFIT: PRESENT VALUE PROFIT (REAL) - NO RESET,VII) PROFIT: PRESENT VALUE PROFIT (REAL) - 5 YEAR RESET PERIOD,VIII) CASH FLOWS: NO RESET - CONTRACTING AUTHORITY,VIII) CASH FLOWS: NO RESET - OPERATOR,VIII) CASH FLOWS: 5 YEAR RESET PERIOD - CONTRACTING AUTHORITY,VIII) CASH FLOWS: 5 YEAR RESET PERIOD - OPERATOR,IX) DEBT SERVICE RATIO: CASH FLOW BEFORE LOAN REPAYMENT - NO RESET,IX) DEBT SERVICE RATIO: CASH FLOW BEFORE LOAN REPAYMENT - 5 YEAR RESET PERIOD,IX) DEBT SERVICE RATIO: DEBT SERVICE RATIO - NO RESET,IX) DEBT SERVICE RATIO: DEBT SERVICE RATIO - 5 YEAR RESET PERIOD,X) STAKEHOLDER ANALYSIS: WATER USE & CONSUMPTION - PRIVATE HOUSEHOLD CONNECTION,X) STAKEHOLDER ANALYSIS: WATER USE & CONSUMPTION - OTHER SOURCES,X) STAKEHOLDER ANALYSIS: MONTHLY COST - PRIVATE HOUSEHOLD CONNECTION - 5 YEAR RESET PERIOD,X) STAKEHOLDER ANALYSIS: MONTHLY COST - PRIVATE HOUSEHOLD CONNECTION - EXISTING TARIFFS,X) STAKEHOLDER ANALYSIS: OTHER SOURCES,X) STAKEHOLDER ANALYSIS: MONTHLY COPING COST - OTHER SOURCES,X) STAKEHOLDER ANALYSIS: WILLINGNESS TO PAY - PRIVATE HOUSEHOLD CONNECTION,X) STAKEHOLDER ANALYSIS: WILLINGNESS TO PAY - OTHER SOURCES - MONTHLY COST,X) STAKEHOLDER ANALYSIS: WILLINGNESS TO PAY - OTHER SOURCES - MONTHLY COPING COST,X) STAKEHOLDER ANALYSIS: CHANGE IN SOCIAL WELFARE (REAL) - PRIVATE HOUSEHOLD CONNECTION,X) STAKEHOLDER ANALYSIS: CHANGE IN SOCIAL WELFARE (REAL) - OTHER SOURCES
0,0.05,100,1,100,105,1,50000,0.5,25000,0,150,1.36875,0.01,1,10,0.1,10,0.1,,,0.237242353,0,0,,,,,,,,0.05,1,,,,100,,,,0,,,,0,6.651920951,,,,,,,,,,,,,,,,,1.660472513,305.2000795,0.658930942,65.46352525,,,1,,,,,,,,,,,,,,,,,,,,,,,150,75,4500,4500,3375,1000,11250,5062.5,1300,0,0
1,0.058273467,106.0004832,0.943391926,116.2275614,123.0005443,0.93239382,50000,0.505493471,25274,274,154.9522564,1.429436115,0.010359724,1,10.30454534,0.103045453,10.30454534,0.103045453,0.580882648,0.290441324,0.000124945,0.002498902,0.000124945,0.000124945,0,0,0,0,0,0,0.058091712,0.943563407,100,5,10.98121889,105.9812189,0,0.58077708,0.029038854,0.551738226,1.411705135,1.411705135,1.316265143,1.316265143,0,0.020327198,0.020327198,0.0137,0.0137,10.36147631,#N/A,#N/A,105.1271096,105.1271096,0,0.034027198,0.031726749,0.031726749,61.68508638,57.51479332,57.51479332,0,0,0.658930942,65.46352525,0.249623007,45.88149525,1.060004832,0.698469983,69.39165309,0.264601594,48.63460667,100.1893532,69.89829427,57.73244508,10.98321496,0.043093856,0.029044132,-0,68.78779802,27.62120992,0.976806717,0.750483493,26.67870401,0.204958942,0.579825366,30.33005428,0.659182501,#DIV/0!,#DIV/0!,154.9522564,77.47612818,7577.042656,4927.504215,3695.628161,1060.004832,12318.76054,5543.442242,1378.006282,-58.26419826,1.664811619
2,0.064430766,113.0549991,0.884525238,115.115239,122.532202,0.869358235,50000,0.514656115,25732,458,160.2771311,1.505351665,0.012384058,1,10.61836547,0.106183655,10.61836547,0.106183655,1.035583792,0.517791896,0.000349847,0.006871988,0.000349847,0.000343599,0,0,0,0,0,0,0.064816775,0.884344588,105.9812189,5.299060944,12.39593559,113.0780935,0.551738226,1.035795337,0.079376678,1.508156884,1.466322321,1.466322321,1.274759385,2.591024528,0,0.055563675,0.055563675,0.035098168,0.035098168,10.96227855,#N/A,#N/A,110.5170918,110.5170918,0,0.090661843,0.078817619,0.110544368,66.59481984,57.89475506,115.4095484,0,0,0.658930942,65.46352525,0.249623007,45.88149525,1.130549991,0.744954371,74.0097879,0.282211289,51.87132406,112.5321757,78.50941127,65.18492365,12.39340391,0.125635024,0.079360467,-0,77.78332305,26.72080093,0.558339548,0.663253212,25.81701688,0.127596064,0.190212651,33.57353393,0.247360526,#DIV/0!,#DIV/0!,160.2771311,80.13856554,8359.019021,5436.039274,4077.029456,1130.549991,13590.09819,6115.544183,1469.714989,-56.19204224,4.344524734
3,0.071260852,121.4053893,0.823686663,121.4938425,130.1515972,0.810584246,50000,0.53792909,26896,1164,164.2920582,1.612861707,0.02,1,10.94174284,0.109417428,10.94174284,0.109417428,2.826317462,1.413158731,0.000931423,0.018153667,0.000931423,0.000907683,0,0,0,0,0,0,0.069929009,0.824615967,113.0780935,5.653904677,13.84438229,121.2685711,1.508156884,2.823132336,0.216564461,4.114724759,1.563613778,1.563613778,1.267440695,3.858465223,0,0.151595123,0.151595123,0.089291256,0.089291256,11.41629868,#N/A,#N/A,116.1834243,116.1834243,0,0.240886379,0.195258704,0.305803072,73.05232421,59.21506314,174.6246115,0,0,0.658930942,65.46352525,0.249623007,45.88149525,1.214053893,0.799977676,79.47624766,0.303055784,55.70260791,129.4744498,90.32939035,77.84655615,13.86000185,0.368089298,0.216808794,-0,92.2914561,24.82587396,-1.310007401,0.389700117,23.88317119,-0.145412824,-1.717597232,35.77105908,-2.57253409,#DIV/0!,#DIV/0!,164.2920582,82.14602909,9201.285759,5983.782383,4487.836788,1214.053893,14959.45596,6731.755181,1578.270061,-53.70555548,10.84652307
4,0.07738725,131.173716,0.762347847,137.2910224,147.9155971,0.755783741,50000,0.591212762,29560,2664,170.8021292,1.842852493,0.027615942,1,11.27496852,0.112749685,11.27496852,0.112749685,6.988935586,3.494467793,0.002204073,0.04267524,0.002204073,0.002133762,0,0,0,0,0,0,0.073540445,0.766149513,121.2685711,6.063428557,15.31768389,130.5228265,4.114724759,6.954256195,0.553449048,10.51553191,1.753202623,1.753202623,1.325042038,5.183507261,0,0.387414333,0.387414333,0.212012359,0.212012359,11.73563606,#N/A,#N/A,122.1402758,122.1402758,0,0.599426693,0.453036949,0.758840021,82.53954046,62.38204271,237.0066542,0,0,0.658930942,65.46352525,0.249623007,45.88149525,1.31173716,0.864344203,85.87093866,0.327439775,60.18446226,159.8403322,111.5145095,101.6062748,15.39406991,1.016371554,0.55620898,-0,118.5729253,23.77704634,-4.066848178,-0.088946277,22.75865863,-0.65902953,-4.515152638,39.49989473,-7.836492334,#DIV/0!,#DIV/0!,170.8021292,85.40106459,10335.56171,6721.424993,5041.068745,1311.73716,16803.56248,7561.603117,1705.258307,-52.05893857,25.24720236
5,0.07722729,141.7053371,0.705689723,158.4983344,170.7387312,0.70468809,50000,0.688770334,34438,4878,168.279676,2.115253651,0.03,1,11.61834243,0.116183424,11.61834243,0.116183424,13.82477269,6.912386343,0.004384659,0.084082896,0.004384659,0.004204145,0,0,0,0,0,0,0.075954411,0.710112159,130.5228265,6.526141324,16.82613952,140.8228247,10.51553191,13.73867477,1.212710334,23.04149635,2.083778215,2.083778215,1.46841369,6.651920951,7.78091813,0.848897234,0.848897234,0.430580177,0.430580177,11.94844626,#N/A,#N/A,128.4025417,128.4025417,0,1.27947741,0.901632492,1.660472513,96.77107689,68.19342531,305.2000795,7.978510988,440.4874939,0.658930942,65.46352525,0.249623007,45.88149525,1.417053371,0.933740313,92.76530912,0.353729124,65.0165275,198.1972564,138.274674,135.3652749,16.93158604,2.405865373,1.220310181,-0,155.9230365,21.02259514,-8.776374331,-0.736535705,20.12492733,-1.34664768,-9.063930168,40.46910473,-18.2266069,#DIV/0!,#DIV/0!,168.279676,84.13983802,11000.48561,7153.838465,5365.378849,1417.053371,17884.59616,8048.068273,1842.169382,-47.82258882,49.48545421
6,0.07784445,153.1770222,0.652839431,168.718767,181.8525866,0.65704682,50000,0.811229666,40561,6123,154.02084,2.280242341,0.03,1,11.97217363,0.119721736,11.97217363,0.119721736,18.75805814,9.379029069,0.007164145,0.135287957,0.007164145,0.006764398,0.21080586,0.010540293,0.010540293,0.21080586,0.010540293,0.010540293,0.07784445,0.656930663,140.8228247,7.041141234,18.441383,152.2230664,23.04149635,18.64123672,2.084136653,39.59859641,2.503848889,2.280242341,1.498225979,1.498225979,0,1.458895657,1.458895657,0.684566637,0.684566637,12.11470997,#N/A,#N/A,134.9858808,168.718767,0,2.143462294,1.408355084,1.408355084,122.0572423,80.19732287,80.19732287,0,0,0.658930942,65.46352525,1.025394543,56.61124902,1.531770222,1.009330796,100.2750786,1.570668826,86.71542548,230.9529988,201.3136904,165.1234054,18.55695197,4.469385849,2.097197579,-0,190.2469408,17.46070368,4.747038747,-1.033363817,17.26959512,-0.484318531,4.006884899,40.27106777,9.351772586,3820.678207,887.2402867,154.02084,77.01041999,13597.8984,7077.736087,5308.302066,1531.770222,17694.34022,7962.453098,1991.301289,-69.91995034,68.42238898
7,0.081495332,166.1830002,0.601746267,173.7817077,187.9441056,0.612626394,50000,0.908787238,45439,4878,157.579071,2.613485923,0.03,1,12.3367806,0.123367806,12.3367806,0.123367806,16.2128135,8.106406751,0.009496498,0.174770877,0.009496498,0.008738544,0.59711291,0.030398475,0.029855646,0.59711291,0.030398475,0.029855646,0.078687975,0.607219598,152.2230664,7.611153322,20.07315349,164.6850666,39.59859641,16.0666751,2.783263575,52.88200793,2.86163419,2.60607558,1.596550686,3.094776664,0,1.948284503,1.948284503,0.845026095,0.845026095,12.1888122,#N/A,#N/A,141.9067549,177.3691632,0,2.793310598,1.711255799,3.119610883,141.1343645,86.46263681,166.6599597,0,0,0.658930942,65.46352525,1.025394543,56.61124902,1.661830002,1.09503121,108.7892503,1.704031415,94.07827208,287.1810229,250.3257019,207.3608828,20.2557338,6.475435279,2.808579435,-0,236.9006313,18.53564744,4.949093813,-0.46140015,19.3867428,0.125341223,5.213447801,52.61895584,14.17202133,1762.44576,474.6848071,157.579071,78.78953549,15093.2864,7856.088836,5892.066627,1661.830002,19640.22209,8838.099941,2160.379003,-66.69903423,82.79316388
8,0.078514598,179.7566857,0.556307542,176.9087412,190.79866,0.571209064,50000,0.96207091,48103,2664,159.6541118,2.803142234,0.03,1,12.7124915,0.127124915,12.7124915,0.127124915,9.577436214,4.788718107,0.010849941,0.19234324,0.010849941,0.009617162,1.605771183,0.08238843,0.080288559,1.605771183,0.08238843,0.080288559,0.079205875,0.560979648,164.6850666,8.23425333,21.80877301,178.2595863,52.88200793,9.497670758,3.118983935,59.26069476,3.09060429,2.814597476,1.607723589,4.702500253,0,2.183288754,2.183288754,0.874843255,0.874843255,12.23427781,#N/A,#N/A,149.1824698,186.4630746,0,3.058132009,1.746832722,4.866443605,157.3771003,89.89522616,256.5551858,0,0,0.658930942,65.46352525,1.025394543,56.61124902,1.797566857,1.184472423,117.6750633,1.843215245,101.762505,333.1801846,290.4215701,246.1409292,21.99193232,7.849215008,3.145178481,-0,279.127255,17.17628649,3.58897089,0.242523212,18.80234072,0.829297492,4.628250842,59.25033094,14.64516655,737.9672964,182.406643,159.6541118,79.82705588,16541.07923,8609.668197,6457.251148,1797.566857,21524.17049,9685.876721,2336.836914,-63.00869779,90.2011693
9,0.080157184,194.7587034,0.513455873,185.5438443,200.4165163,0.532591801,50000,0.985343885,49267,1164,157.670442,2.835301627,0.03,1,13.09964451,0.130996445,13.09964451,0.130996445,4.533982616,2.266991308,0.011460846,0.193711388,0.011460846,0.009685569,3.959064009,0.204476063,0.1979532,3.959064009,0.204476063,0.1979532,0.079520997,0.518097594,178.2595863,8.912979315,23.66722121,193.0138282,59.26069476,4.49336192,3.187702834,60.56635384,3.229336104,2.940939827,1.566320439,6.268820692,0,2.231391984,2.231391984,0.825770584,0.825770584,12.26193036,#N/A,#N/A,156.8312185,196.0232409,0,3.057162568,1.628219718,6.494663323,171.6679529,91.42894421,347.98413,0,0,0.658930942,65.46352525,1.025394543,56.61124902,1.947587034,1.28332536,127.495913,1.997045116,110.2553346,365.1279841,318.2693548,285.7896782,23.88117659,8.691660191,3.216520167,-0,321.5790352,11.90899956,-0.905073088,0.575006509,13.75039709,1.128387947,0.382943011,50.48054306,1.598303039,255.0125128,8.074145985,157.670442,78.83522098,17698.88232,9212.307254,6909.23044,1947.587034,23030.76813,10363.84566,2531.863145,-58.01897706,93.18398343
